FastText_News,Label
"['barcelona', 'council', 'issu', 'notif', 'new', 'focu', 'two', 'neighborhood']",0
"['client', 'brothel', 'spanish', 'citi', 'valencia', 'quarantin', 'one', 'employe', 'test', 'posit', 'coronaviru']",0
"['elect', 'year', 'unit', 'state', 'coincid', 'major', 'diseas', 'outbreak']",0
"['florida', 'man', 'arrest', 'robberi', 'use', 'cough', 'weapon']",0
"['poll', 'find', 'american', 'say', 'drink', 'corona', 'beer', 'viru']",0
"['coronaviru', 'made', 'mississippi', 'ladi', 'caught', 'wasnt', 'around', 'anybodi', 'mean', 'airborn', 'wind', 'blow', 'direct', 'youll', 'also']",0
"['everi', 'elect', 'year', 'diseas', 'sar', 'avian', 'flu', 'swine', 'flu', 'mer', 'ebola', 'zika', 'coronaviru']",0
"['germani', 'gave', 'medic', 'protect', 'equip', 'like', 'mask', 'china', 'miss', 'germani']",0
"['coronaviru', 'danger', 'anim', 'human']",0
"['video', 'show', 'peopl', 'storm', 'aldi', 'supermarket', 'buy', 'groceri', 'coronaviru', 'fear']",0
"['viru', 'must', 'old', 'label', 'bottl', 'disinfect', 'show', 'coronaviru']",0
"['russia', 'announc', 'closur', 'airspac', 'suspend', 'incom', 'outgo', 'flight', 'china']",0
"['garlic', 'water', 'treat', 'coronaviru']",0
"['pangolin', 'origin', 'caus', 'covid']",0
"['doctor', 'recommend', 'carbon', 'filter', 'face', 'mask', 'prevent', 'coronaviru', 'spread']",0
"['video', 'say', 'vatican', 'confirm', 'pope', 'franci', 'two', 'aid', 'test', 'posit', 'coronaviru']",0
"['presid', 'barack', 'obama', 'wait', 'six', 'month', 'call', 'swine', 'flu', 'emerg', 'thousand', 'die']",0
"['cdc', 'recommend', 'men', 'shave', 'beard', 'protect', 'new', 'coronaviru']",0
"['bill', 'gate', 'work', 'electron', 'chip', 'implant', 'human', 'skin', 'order', 'locat', 'control', 'peopl']",0
"['facemask', 'prevent', 'coronaviru', 'infect']",0
"['alkalin', 'diet', 'prevent', 'coronaviru', 'infect']",0
"['pope', 'franci', 'two', 'aid', 'test', 'posit', 'coronaviru']",0
"['florida', 'hospit', 'report', 'coronaviru', 'infest', 'multipl', 'confirm', 'patient']",0
"['photo', 'show', 'man', 'wear', 'govern', 'issu', 'saint', 'laurent', 'hazard', 'materi', 'suit']",0
"['shand', 'hospit', 'gainesvil', 'florida', 'confirm', 'first', 'case', 'coronaviru']",0
"['post', 'say', 'one', 'die', 'coronaviru', 'unit', 'state']",0
"['coronaviru', 'simpli', 'common', 'cold']",0
"['oklahoma', 'polic', 'plan', 'set', 'roadblock', 'enforc', 'mandatori', 'covid', 'vaccin', 'law', 'slap', 'microchip', 'bracelet', 'peopl']",0
"['plantbas', 'cure', 'coronaviru', 'discov', 'iran']",0
"['disinfect', 'gel', 'caus', 'cancer']",0
"['man', 'critic', 'novel', 'coronaviru', 'barhalganj', 'india']",0
"['alcohol', 'kill', 'coronaviru']",0
"['outbreak', 'covid', 'worldwid', 'fake', 'fatal', 'rate', 'low', 'epidem', 'admit', 'caus', 'sar', 'outbreak']",0
"['ambul', 'health', 'care', 'worker', 'transport', 'coronaviru', 'patient', 'hagu', 'netherland', 'dress', 'white', 'protect', 'suit']",0
"['ministri', 'health', 'spain', 'issu', 'advic', 'coronaviru', 'outbreak']",0
"['peopl', 'elch', 'spain', 'infect', 'coronaviru', 'come', 'back', 'milan', 'intern', 'footwear', 'industri', 'fair']",0
"['unit', 'state', 'actual', 'screen', 'fewer', 'peopl', 'coronaviru', 'countri', 'dont', 'appropri', 'test']",0
"['bovin', 'coronaviru', 'vaccin', 'cattl', 'proof', 'novel', 'coronaviru', 'isnt', 'new', 'evid', 'much', 'media', 'control', 'peopl']",0
"['journalist', 'claim', 'coronaviru', 'patient', 'murder']",0
"['us', 'vice', 'presid', 'penc', 'urg', 'peopl', 'coronaviru', 'go', 'polic']",0
"['post', 'say', 'sanit', 'noth', 'coronaviru']",0
"['post', 'say', 'two', 'patient', 'valley', 'region', 'medic', 'center', 'brownsvil', 'texa', 'look', 'possibl', 'coronaviru', 'infect']",0
"['us', 'senat', 'lindsey', 'graham', 'say', 'presid', 'trump', 'probabl', 'know', 'medicin', 'specif', 'virus', 'socal', 'scientist', 'nih', 'cdc']",0
"['coronaviru', 'hoax']",0
"['peopl', 'queue', 'outsid', 'aldi', 'supermarket', 'germani', 'buy', 'food', 'fear', 'new', 'coronaviru']",0
"['photo', 'show', 'indian', 'bath', 'cow', 'dung', 'prevent', 'infect']",0
"['imag', 'bjp', 'men', 'smear', 'cow', 'dung', 'one', 'anoth', 'parti', 'leader', 'suman', 'haripriya', 'said', 'cow', 'dung', 'may', 'help', 'cure', 'coronaviru']",0
"['video', 'show', 'dead', 'coronaviru', 'victim', 'amass', 'bergamo', 'brescia', 'hospit']",0
"['video', 'claim', 'health', 'system', 'collaps', 'north', 'macedonia']",0
"['cdc', 'recommend', 'men', 'shave', 'beard', 'protect', 'new', 'coronaviru']",0
"['cant', 'get', 'infect', 'kiss', 'hand', 'virgin', 'saint', 'statu']",0
"['drink', 'warm', 'water', 'gargl', 'everi', 'minut', 'rins', 'new', 'coronaviru']",0
"['ad', 'sell', 'mask', 'protect', 'covid']",0
"['imag', 'show', 'senat', 'minor', 'leader', 'chuck', 'schumer', 'critic', 'presid', 'trump', 'restrict', 'foreign', 'nation', 'travel', 'us', 'china']",0
"['govern', 'specif', 'state', 'michigan', 'florida', 'mandat', 'employ', 'school', 'close', 'two', 'week']",0
"['pope', 'franci', 'two', 'aid', 'infect', 'new', 'coronaviru']",0
"['bovin', 'vaccin', 'use', 'inocul', 'peopl', 'coronaviru']",0
"['patent', 'mean', 'deadli', 'diseas', 'virus', 'creat', 'invent', 'lab']",0
"['blogger', 'say', 'vatican', 'report', 'pope', 'franci', 'test', 'neg', 'coronaviru', 'second', 'test', 'came', 'back', 'posit']",0
"['video', 'show', 'presid', 'donald', 'trump', 'say', 'covid', 'democrat', 'new', 'hoax']",0
"['vitamin', 'c', 'prevent', 'coronaviru']",0
"['first', 'dog', 'infect', 'coronaviru']",0
"['coronaviru', 'bioweapon', 'usa', 'say', 'german', 'politician', 'wolfgang', 'gedeon', 'parliament', 'speech']",0
"['cow', 'dung', 'cow', 'urin', 'cure', 'coronaviru']",0
"['consum', 'larg', 'dose', 'vitamin', 'c', 'stop', 'spread', 'coronaviru']",0
"['european', 'health', 'organ', 'eho', 'announc', 'eat', 'beef', 'cure', 'coronaviru']",0
"['rapper', 'eminem', 'contact', 'coronaviru']",0
"['first', 'coronaviru', 'case', 'north', 'macedonia', 'wellknown', 'fashion', 'design']",0
"['new', 'coronaviru', 'regist']",0
"['dog', 'quarantin', 'hong', 'kong', 'test', 'posit', 'new', 'coronaviru']",0
"['garlic', 'onion', 'tradit', 'medicin', 'recip', 'treatment', 'new', 'coronaviru']",0
"['regard', 'cost', 'let', 'clear']",0
"['common', 'cold', 'type', 'coronaviru']",0
"['offici', 'say', 'coronaviru', 'kill', 'iran']",0
"['man', 'visit', 'albani', 'ny', 'day', 'die', 'coronaviru']",0
"['state', 'florida', 'announc', 'measur', 'workplac', 'employe', 'paid', 'mandatori', 'leav', 'avoid', 'spread', 'covid', 'coronaviru', 'start', 'march', 'school', 'close', 'week', 'also', 'march']",0
"['media', 'pull', 'entir', 'shelf', 'good', 'present', 'news', 'peopl', 'buy', 'stuff', 'hysteria', 'coronaviru']",0
"['obama', 'administr', 'made', 'decis', 'test', 'turn', 'detriment', 'coronaviru']",0
"['obama', 'administr', 'didnt', 'anyth', 'swine', 'flu']",0
"['trump', 'effort', 'blame', 'obama', 'sluggish', 'coronaviru', 'test']",0
"['medic', 'book', 'state', 'coronaviru', 'common', 'cold']",0
"['franc', 'underestim', 'outbreak']",0
"['confidenti', 'government', 'document', 'prove', 'govern', 'decid', 'postpon', 'local', 'elect', 'franc', 'outbreak']",0
"['connect', 'g', 'covid']",0
"['unicef', 'recommend']",0
"['shaheen', 'bagh', 'protest', 'india', 'claim', 'coronaviru']",0
"['runni', 'nose', 'cough', 'sputum', 'symptom', 'covid']",0
"['precautionari', 'measur', 'suggest', 'unicef']",0
"['post', 'say', 'movi', 'predict', 'pandem', 'call', 'coronaviru']",0
"['articl', 'say', 'vatican', 'confirm', 'pope', 'two', 'assist', 'coronaviru']",0
"['patent', 'share', 'claim', 'covid', 'old']",0
"['work', 'sever', 'region', 'spain', 'due', 'coronaviru']",0
"['client', 'brothel', 'quarantin', 'prostitut', 'test', 'posit', 'coronaviru']",0
"['vitamin', 'c', 'miracl', 'cure', 'novel', 'coronaviru']",0
"['shanghai', 'govern', 'offici', 'recommend', 'vitamin', 'c', 'covid']",0
"['donat', 'plasma', 'blood', 'free', 'test', 'coronaviru']",0
"['novel', 'coronaviru', 'surviv', 'rate']",0
"['coronaviru', 'test', 'cost']",0
"['everi', 'elect', 'year', 'diseas', 'coronaviru', 'contagion', 'factor', 'cure', 'rate', 'infect']",0
"['coronaviru', 'outbreak', 'caus', 'g', 'technolog']",0
"['presid', 'donald', 'trump', 'tweet', 'coronaviru', 'vaccin', 'israel', 'stock', 'market', 'economi', 'even', 'stronger', 'besid', 'us', 'israel', 'best', 'invent']",0
"['homeopath', 'product', 'oscillococcinum', 'protect', 'covid']",0
"['american', 'wont', 'buy', 'corona', 'beer', 'due', 'coronaviru']",0
"['peopl', 'die', 'infect', 'novel', 'coronaviru', 'cant', 'receiv', 'mortuari', 'care']",0
"['pope', 'franci', 'contact', 'coronaviru']",0
"['chines', 'presid', 'xi', 'jinp', 'visit', 'muslim', 'understand', 'contract', 'covid']",0
"['aaj', 'tak', 'channel', 'air', 'program', 'said', 'drink', 'alcohol', 'smoke', 'weed', 'cure', 'covid']",0
"['girl', 'infect', 'coronaviru', 'found', 'dead', 'apart', 'delhi']",0
"['increas', 'border', 'control', 'stop', 'coronaviru', 'spread']",0
"['hold', 'breath', 'sec', 'determin', 'covid', 'drink', 'water', 'everi', 'minut']",0
"['medic', 'center', 'el', 'cachorro', 'sevilla', 'close', 'due', 'possibl', 'coronaviru', 'infect', 'person']",0
"['medic', 'report', 'hospit', 'gener', 'universitario', 'santa', 'luca', 'de', 'cartagena', 'murcia', 'person', 'possibl', 'coronaviru']",0
"['design', 'viru', 'order', 'laboratori', 'christin', 'lagard', 'imf', 'said', 'old', 'peopl', 'live', 'long', 'risk', 'global', 'economi', 'must', 'someth', 'urgent']",0
"['whatsapp', 'messag', 'suggest', 'hold', 'breath', 'second', 'drink', 'water', 'everi', 'minut', 'fight', 'coronaviru']",0
"['whatsapp', 'messag', 'suggest', 'hold', 'breath', 'second', 'drink', 'water', 'everi', 'minut', 'fight', 'coronaviru']",0
"['blogger', 'say', 'nanci', 'pelosi', 'delay', 'coronaviru', 'fund', 'dem', 'could', 'campaign']",0
"['mayor', 'buffalo', 'told', 'peopl', 'evacu', 'due', 'coronaviru', 'outbreak']",0
"['cdc', 'sponsor', 'facebook', 'post', 'ask', 'help', 'escap', 'coronaviru', 'patient']",0
"['coronaviru', 'get', 'mouth', 'drink', 'water', 'liquid', 'wash', 'esophagu', 'stomach', 'stomach', 'acid', 'kill', 'viru']",0
"['anybodi', 'want', 'test', 'coronaviru', 'get', 'test']",0
"['peopl', 'cant', 'use', 'right', 'withdraw', 'work', 'outbreak']",0
"['coronaviru', 'mutat', 'becam', 'aggress']",0
"['telangana', 'ministri', 'india', 'distribut', 'homeopath', 'tablet', 'claim', 'prevent', 'covid']",0
"['coronaviru', 'patient', 'caught', 'highway', 'china']",0
"['cocain', 'cure', 'covid']",0
"['vietnam', 'first', 'countri', 'contain', 'develop', 'quick', 'test', 'sar', 'covid']",0
"['consum', 'colloid', 'silver', 'prevent', 'treat', 'novel', 'coronaviru']",0
"['tanzania', 'zambia', 'confirm', 'fist', 'case', 'new', 'coronaviru']",0
"['facebook', 'post', 'share', 'time', 'featur', 'imag', 'letter', 'purportedli', 'us', 'hospit', 'recommend', 'peopl', 'drink', 'alcohol', 'help', 'reduc', 'risk', 'novel', 'coronaviru', 'infect']",0
"['peopl', 'die', 'know', 'hillari', 'clinton', 'coronaviru']",0
